Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
39,1,0,1,2,4,1,3715,1,2,3,0,43810,2.0,15,8,2,11.0,1,1,0,0,1.0,1.0,4.0,2,3
31,1,2,0,2,3,1,3716,1,2,0,0,25720,1.0,13,8,3,10.0,3,10,4,7,3.0,2.0,3.0,3,3
45,0,1,0,10,2,2,3717,1,1,0,2,38330,2.0,14,8,0,24.0,1,7,0,7,2.0,1.0,3.0,3,3
31,0,1,1,16,4,0,3718,1,3,8,0,42440,9.0,13,8,0,8.0,3,3,0,2,4.0,2.0,3.0,3,3
31,1,2,1,7,4,0,3719,1,1,2,1,65000,6.0,23,8,1,7.0,5,2,2,2,2.0,4.0,1.0,3,4
45,0,1,1,1,2,0,3720,0,1,1,1,184300,4.0,12,8,1,10.0,5,3,1,2,2.0,4.0,4.0,3,3
48,0,1,1,24,3,3,3721,1,2,1,2,16010,4.0,12,8,0,15.0,3,2,2,2,3.0,1.0,3.0,3,3
34,1,1,1,7,4,1,3722,1,2,1,1,26940,1.0,16,8,1,2.0,3,2,2,2,1.0,3.0,3.0,3,3
40,0,0,1,25,4,5,3723,0,1,0,2,31490,2.0,15,8,1,16.0,1,9,4,8,4.0,2.0,3.0,2,3
28,0,1,1,1,2,3,3724,0,1,1,0,176390,0.0,13,8,1,6.0,0,5,1,3,4.0,1.0,3.0,3,3
44,0,0,1,5,3,0,3725,1,1,2,0,23190,3.0,18,8,0,7.0,4,5,0,3,3.0,3.0,3.0,2,3
53,0,1,1,2,4,3,3726,1,2,5,0,116910,4.0,20,8,0,35.0,2,9,8,8,4.0,2.0,2.0,3,4
49,0,1,1,7,3,0,3727,1,3,2,1,53240,2.0,19,8,0,20.0,2,3,1,2,1.0,3.0,2.0,1,3
40,0,1,1,2,4,0,3728,1,3,2,2,167520,2.0,18,8,1,8.0,3,3,1,2,3.0,3.0,4.0,3,3
44,0,1,1,5,1,5,3729,1,3,1,0,52280,1.0,13,8,0,6.0,2,5,1,3,4.0,2.0,2.0,4,3
33,0,2,2,10,3,1,3730,0,2,0,1,27000,0.0,14,8,3,5.0,2,4,0,3,4.0,1.0,3.0,3,3
34,0,1,1,10,4,0,3731,0,1,6,0,192460,3.0,15,8,1,15.0,5,13,3,12,4.0,1.0,3.0,3,3
30,0,1,0,1,2,3,3732,1,1,2,1,25060,8.0,22,8,0,4.0,3,2,2,2,4.0,3.0,2.0,3,4
42,0,2,1,8,4,1,3733,0,1,0,0,60620,1.0,22,8,2,12.0,2,12,5,8,1.0,4.0,3.0,3,4
44,0,2,1,5,3,0,3734,0,5,3,1,43820,7.0,16,8,2,11.0,2,1,0,0,1.0,3.0,2.0,3,3
30,0,0,1,8,3,0,3735,1,1,3,2,21430,1.0,17,8,1,1.0,2,1,0,0,3.0,3.0,2.0,3,3
57,0,1,0,2,1,0,3736,1,3,1,1,61620,0.0,14,8,0,13.0,5,12,2,8,2.0,3.0,2.0,2,3
49,0,1,1,7,3,3,3737,0,2,0,2,50940,3.0,15,8,0,29.0,5,8,0,7,3.0,2.0,3.0,3,3
34,0,2,1,2,4,1,3738,0,2,6,2,68770,7.0,20,8,0,16.0,3,14,6,9,2.0,1.0,2.0,3,4
28,1,2,1,2,3,1,3739,1,1,1,1,22740,3.0,20,8,1,5.0,5,3,1,2,1.0,3.0,4.0,3,4
29,1,2,1,28,3,1,3740,0,5,1,0,44340,5.0,17,8,3,7.0,1,5,0,0,1.0,2.0,1.0,3,3
34,1,1,1,7,1,1,3741,1,1,1,0,62880,0.0,15,8,1,16.0,2,15,10,10,1.0,2.0,4.0,3,3
35,0,1,0,7,4,5,3742,0,4,4,1,25530,1.0,14,8,1,1.0,4,1,0,0,4.0,3.0,3.0,2,3
24,1,2,0,3,3,0,3743,1,2,1,0,76540,2.0,17,8,1,4.0,3,0,0,0,2.0,1.0,2.0,2,3
24,0,0,1,10,3,0,3744,0,2,5,1,51600,1.0,17,8,1,1.0,3,1,0,0,4.0,2.0,3.0,1,3
44,0,2,1,5,2,1,3745,0,2,1,0,171590,5.0,22,8,1,16.0,1,2,2,2,2.0,3.0,2.0,2,4
29,0,1,0,10,2,0,3746,0,1,0,2,128080,1.0,13,8,0,10.0,6,10,0,4,3.0,3.0,3.0,3,3
30,0,1,1,1,2,0,3747,1,3,0,2,102210,0.0,19,8,1,6.0,2,5,1,3,3.0,3.0,4.0,3,3
55,0,1,0,20,3,2,3748,1,2,1,1,47790,0.0,14,8,1,4.0,6,3,1,2,4.0,3.0,3.0,3,3
33,0,1,1,7,2,0,3749,1,2,1,1,37370,8.0,22,8,2,8.0,2,5,0,2,1.0,2.0,3.0,3,4
47,0,1,1,8,4,1,3750,0,2,6,1,23660,3.0,17,8,0,11.0,5,5,1,2,3.0,3.0,2.0,2,3
28,1,2,0,1,3,2,3751,1,2,2,0,17060,7.0,12,8,0,8.0,3,0,0,0,3.0,1.0,2.0,3,3
28,0,1,0,8,4,2,3752,1,1,2,2,163070,1.0,16,8,0,1.0,3,1,0,0,1.0,3.0,1.0,2,3
28,0,2,1,9,3,0,3753,0,2,0,0,59330,0.0,11,8,0,5.0,3,4,1,3,3.0,1.0,3.0,3,3
49,0,1,1,5,4,0,3754,0,1,1,1,34240,4.0,11,8,0,10.0,3,3,1,2,3.0,1.0,3.0,3,3
29,0,2,1,8,1,1,3755,1,1,1,1,40370,0.0,14,8,0,4.0,2,3,0,2,4.0,2.0,3.0,1,3
28,0,1,1,5,1,3,3756,1,2,2,1,25590,1.0,11,8,0,8.0,3,8,1,7,3.0,2.0,2.0,2,3
33,0,1,1,15,4,0,3757,0,1,0,0,62010,2.0,15,8,3,14.0,2,0,0,0,4.0,3.0,3.0,2,3
32,0,1,1,7,3,0,3758,0,3,2,0,44030,2.0,20,8,0,10.0,3,5,0,0,3.0,4.0,4.0,2,4
54,0,2,0,10,3,0,3759,0,4,1,2,37610,3.0,12,8,0,26.0,3,14,1,12,2.0,4.0,3.0,2,3
29,1,1,1,5,3,0,3760,0,2,1,0,109340,6.0,17,8,2,11.0,2,9,0,7,1.0,1.0,1.0,3,3
44,0,1,0,26,1,2,3761,1,1,6,1,107610,3.0,11,8,1,24.0,5,20,14,17,4.0,1.0,4.0,2,3
39,0,1,0,6,1,3,3762,0,2,2,0,51750,4.0,17,8,1,9.0,2,2,2,2,2.0,2.0,3.0,4,3
46,0,1,1,4,2,0,3763,1,3,3,1,138260,8.0,11,8,0,23.0,1,13,5,1,3.0,2.0,4.0,2,3
35,0,1,1,23,4,0,3764,1,2,1,0,63340,1.0,14,8,0,11.0,2,11,3,3,4.0,2.0,1.0,4,3
23,0,1,1,2,4,1,3765,0,2,5,0,49360,0.0,19,8,1,5.0,2,4,1,2,1.0,3.0,3.0,2,3
40,1,1,1,2,3,1,3766,1,2,7,0,47750,3.0,15,8,1,15.0,3,5,1,0,4.0,1.0,1.0,4,3
34,0,1,2,2,3,4,3767,1,2,3,1,28180,1.0,13,8,1,10.0,2,10,8,6,4.0,3.0,3.0,3,3
31,1,2,1,29,3,0,3768,0,2,4,0,25150,1.0,14,8,0,7.0,3,7,7,7,4.0,3.0,1.0,2,3
50,0,2,1,6,3,1,3769,1,1,5,0,23420,1.0,12,8,1,32.0,2,32,13,9,3.0,4.0,3.0,2,3
34,0,1,0,25,5,2,3770,0,1,1,1,41940,0.0,17,8,2,12.0,3,11,5,7,2.0,3.0,3.0,3,3
42,0,1,1,1,3,0,3771,0,1,3,1,106850,4.0,11,8,3,4.0,2,1,0,0,3.0,2.0,3.0,3,3
37,0,1,1,2,2,1,3772,1,1,1,1,20220,1.0,12,8,0,10.0,1,10,3,7,1.0,4.0,3.0,3,3
29,0,1,1,1,3,1,3773,0,1,5,1,23140,3.0,13,8,0,9.0,5,7,0,7,3.0,1.0,3.0,4,3
33,0,1,1,1,1,0,3774,1,1,1,0,42560,1.0,13,8,3,5.0,1,5,0,2,4.0,2.0,3.0,3,3
45,0,1,0,3,3,0,3775,1,3,2,1,35800,4.0,20,8,1,8.0,1,5,0,3,4.0,4.0,3.0,2,4
42,0,2,2,1,4,3,3776,1,2,3,1,31620,2.0,17,8,2,24.0,1,20,13,9,4.0,4.0,1.0,3,3
40,0,1,0,10,1,0,3777,0,1,3,1,65240,0.0,13,8,1,9.0,2,8,7,1,1.0,1.0,4.0,4,3
33,0,1,1,9,3,1,3778,0,2,3,1,28990,1.0,17,8,0,15.0,3,15,5,7,2.0,3.0,3.0,2,3
40,0,1,0,5,5,0,3779,1,1,3,0,52310,1.0,12,8,2,21.0,4,21,7,7,3.0,4.0,3.0,3,3
24,0,1,0,10,2,2,3780,1,1,3,2,23560,0.0,13,8,0,2.0,5,1,0,0,3.0,1.0,3.0,3,3
40,0,0,1,7,3,1,3781,1,1,1,2,28000,3.0,12,8,2,8.0,0,2,2,2,4.0,4.0,3.0,2,3
45,0,1,1,4,3,1,3782,0,3,2,2,118360,1.0,22,8,0,10.0,2,10,7,7,1.0,2.0,3.0,4,4
35,0,1,1,10,1,0,3783,1,1,4,1,109030,0.0,11,8,0,6.0,3,5,4,2,2.0,3.0,3.0,4,3
32,0,1,1,22,4,1,3784,1,1,0,1,29730,3.0,22,8,0,12.0,0,7,2,5,4.0,2.0,3.0,4,4
36,0,1,0,9,3,2,3785,0,4,1,0,142750,3.0,18,8,1,7.0,5,3,1,2,3.0,4.0,2.0,2,3
48,0,1,1,12,4,1,3786,1,1,2,2,55620,8.0,13,8,1,18.0,2,8,7,7,3.0,3.0,3.0,3,3
29,0,1,1,23,4,0,3787,0,2,4,1,45370,6.0,18,8,1,5.0,5,1,0,0,3.0,3.0,2.0,4,3
33,0,1,1,9,1,1,3788,1,1,4,1,76420,2.0,20,8,1,8.0,2,2,2,2,1.0,1.0,1.0,2,4
30,1,1,1,1,3,5,3789,1,3,0,1,179240,1.0,13,8,2,10.0,2,10,6,7,2.0,1.0,3.0,3,3
38,0,2,0,9,3,2,3790,1,1,3,1,52040,3.0,13,8,1,10.0,2,6,1,2,3.0,3.0,3.0,3,3
35,0,1,0,7,2,0,3791,1,1,0,0,22770,1.0,12,8,1,3.0,2,3,1,2,4.0,1.0,3.0,3,3
30,0,1,1,14,3,3,3792,1,5,7,1,27950,3.0,13,8,0,9.0,4,4,1,3,3.0,2.0,3.0,3,3
35,1,1,1,2,3,1,3793,0,1,1,2,25320,1.0,13,8,0,1.0,2,1,0,0,1.0,1.0,3.0,1,3
53,1,1,1,19,3,0,3794,1,2,5,1,25590,0.0,25,8,0,34.0,2,33,1,9,3.0,4.0,3.0,3,4
38,1,1,1,2,3,1,3795,0,3,0,1,49080,4.0,19,8,1,7.0,3,5,1,4,3.0,2.0,3.0,2,3
32,0,0,1,10,4,0,3796,0,5,1,1,23800,4.0,13,8,0,9.0,5,6,1,2,4.0,1.0,2.0,3,3
48,0,1,1,2,5,0,3797,1,1,0,1,47650,8.0,12,8,1,10.0,4,8,7,6,3.0,1.0,2.0,3,3
34,0,1,1,3,3,0,3798,1,2,0,0,20440,1.0,11,8,0,1.0,2,1,0,0,1.0,4.0,1.0,3,3
55,0,1,1,11,1,1,3799,0,1,2,1,26930,1.0,18,8,0,36.0,6,36,2,13,3.0,4.0,3.0,2,3
34,0,1,1,2,2,0,3800,1,2,1,1,65860,9.0,18,8,1,9.0,3,2,2,1,2.0,4.0,2.0,3,3
26,0,1,1,4,3,0,3801,1,1,7,1,32940,1.0,11,8,0,1.0,6,1,0,0,1.0,4.0,3.0,3,3
38,0,1,0,14,2,2,3802,0,1,0,1,41710,0.0,23,8,0,10.0,4,9,7,7,3.0,2.0,3.0,4,4
38,0,1,1,2,3,0,3803,0,1,3,0,27780,2.0,13,8,0,8.0,5,3,1,2,2.0,2.0,4.0,2,3
36,0,1,2,1,3,4,3804,1,1,1,0,23770,6.0,13,8,2,15.0,3,1,0,0,2.0,3.0,3.0,3,3
29,0,1,1,10,3,0,3805,1,1,6,0,24040,1.0,17,8,0,10.0,3,10,1,5,2.0,1.0,3.0,2,3
35,0,1,0,12,2,0,3806,0,2,0,0,23180,3.0,19,8,0,10.0,4,5,0,4,1.0,3.0,3.0,4,3
39,0,1,0,2,2,1,3807,0,1,0,1,20080,2.0,12,8,0,11.0,3,7,7,6,4.0,3.0,3.0,3,3
29,0,2,1,5,1,1,3808,0,1,1,2,62440,1.0,22,8,0,6.0,3,6,1,3,1.0,4.0,4.0,3,4
50,0,1,1,4,2,1,3809,0,1,2,1,27990,4.0,12,8,1,27.0,0,1,0,0,3.0,3.0,3.0,1,3
23,0,1,1,7,2,0,3810,0,3,5,1,105520,2.0,11,8,0,4.0,2,2,2,2,4.0,3.0,3.0,3,3
36,0,2,0,21,3,0,3811,1,2,8,1,23290,3.0,15,8,0,9.0,2,3,0,2,1.0,1.0,3.0,3,3
42,0,1,1,8,2,0,3812,0,5,5,0,40140,8.0,13,8,1,24.0,3,1,0,1,4.0,4.0,3.0,3,3
35,0,1,0,4,3,1,3813,0,2,2,1,74030,1.0,12,8,1,10.0,4,10,6,8,2.0,3.0,2.0,3,3
34,0,2,1,25,1,0,3814,0,1,5,1,22590,1.0,14,8,0,8.0,2,8,7,7,4.0,3.0,2.0,3,3
40,0,1,1,1,4,0,3815,1,2,2,1,69320,1.0,13,8,0,5.0,5,5,1,2,4.0,1.0,3.0,3,3
43,0,1,1,1,1,5,3816,1,1,5,2,46780,5.0,25,8,1,8.0,0,6,0,2,4.0,2.0,3.0,4,4
35,0,1,0,6,3,2,3817,0,3,6,1,135820,1.0,17,8,1,1.0,3,1,0,1,3.0,4.0,2.0,2,3
46,0,1,1,12,4,3,3818,1,1,2,0,23320,1.0,11,8,0,27.0,2,26,0,12,4.0,1.0,1.0,3,3
28,1,1,2,1,3,1,3819,0,2,2,1,24130,1.0,16,8,1,10.0,2,1,0,0,3.0,2.0,3.0,3,3
22,0,0,0,17,2,2,3820,1,3,0,1,97050,1.0,18,8,2,4.0,3,4,1,3,2.0,3.0,2.0,2,3
50,0,2,1,3,3,5,3821,1,2,1,1,42940,2.0,20,8,0,32.0,2,30,12,13,2.0,3.0,3.0,2,4
32,0,1,1,3,2,0,3822,1,3,1,1,47210,3.0,14,8,1,6.0,3,3,0,2,2.0,4.0,3.0,3,3
44,0,1,1,10,3,3,3823,1,3,5,2,25190,0.0,21,8,2,23.0,2,22,1,10,2.0,4.0,2.0,3,4
30,0,1,1,4,3,1,3824,0,1,7,1,21210,1.0,13,8,1,6.0,2,6,1,1,2.0,2.0,2.0,3,3
45,0,1,0,29,2,3,3825,0,2,1,0,29730,1.0,12,8,0,10.0,2,10,1,4,3.0,1.0,3.0,3,3
45,0,0,0,2,4,0,3826,1,2,3,1,58550,1.0,14,8,1,10.0,3,10,4,5,1.0,1.0,3.0,2,3
31,0,2,1,7,3,1,3827,1,2,1,0,36170,7.0,21,8,1,10.0,5,5,0,3,4.0,1.0,3.0,3,4
36,0,1,1,18,1,1,3828,1,2,3,1,67250,9.0,17,8,1,7.0,3,3,1,1,3.0,3.0,3.0,3,3
34,0,2,0,28,4,2,3829,1,5,3,2,103250,1.0,11,8,1,9.0,3,9,7,2,3.0,4.0,3.0,2,3
49,0,1,1,1,4,0,3830,1,3,4,1,69490,1.0,14,8,1,10.0,2,9,1,4,3.0,1.0,2.0,3,3
39,0,1,1,6,2,0,3831,1,3,1,1,106090,2.0,17,8,1,10.0,2,7,7,7,2.0,1.0,3.0,3,3
27,0,1,1,2,1,0,3832,1,4,1,2,44470,1.0,13,8,0,7.0,4,7,0,7,4.0,1.0,3.0,3,3
35,0,1,1,2,3,1,3833,0,2,0,1,21570,1.0,25,8,0,16.0,1,16,1,10,2.0,1.0,3.0,2,4
28,0,1,1,23,3,0,3834,1,3,3,2,46010,0.0,15,8,2,6.0,2,5,0,0,2.0,1.0,2.0,3,3
21,0,1,1,3,1,0,3835,0,1,2,0,170990,1.0,14,8,1,3.0,2,2,2,2,3.0,4.0,3.0,3,3
18,1,2,1,3,5,1,3836,1,1,7,0,24790,1.0,12,8,1,0.0,2,0,0,0,2.0,4.0,4.0,2,3
47,0,1,1,25,4,1,3837,1,2,1,1,148520,3.0,19,8,3,27.0,3,5,1,0,4.0,3.0,3.0,2,3
39,0,1,0,2,4,0,3838,1,1,2,2,72640,0.0,17,8,0,11.0,5,10,0,7,3.0,3.0,3.0,3,3
40,0,1,1,22,1,0,3839,1,1,2,1,56660,1.0,14,8,1,18.0,2,18,14,12,1.0,3.0,3.0,3,3
35,0,0,1,29,3,1,3840,0,2,0,1,78230,1.0,13,8,1,15.0,3,14,2,9,3.0,3.0,3.0,3,3
37,0,1,1,29,4,3,3841,1,1,2,1,78800,3.0,12,8,1,9.0,2,4,0,2,3.0,3.0,2.0,4,3
39,0,2,1,2,3,3,3842,0,2,5,0,131940,0.0,11,8,0,10.0,2,9,3,8,1.0,3.0,1.0,3,3
45,0,1,1,28,3,0,3843,0,2,2,2,50670,1.0,11,8,2,10.0,3,10,3,9,4.0,4.0,3.0,2,3
38,0,1,1,2,4,0,3844,0,3,0,1,50790,3.0,11,8,0,10.0,3,5,0,2,4.0,3.0,4.0,3,3
35,1,1,1,2,3,0,3845,1,3,4,1,23210,9.0,12,8,1,15.0,0,13,6,0,4.0,1.0,3.0,3,3
37,0,1,1,22,3,0,3846,0,2,4,1,174440,1.0,14,8,0,8.0,4,8,7,7,2.0,2.0,1.0,3,3
40,0,1,1,8,3,3,3847,0,2,4,0,24040,6.0,17,8,0,18.0,2,4,3,3,3.0,4.0,2.0,2,3
44,0,2,0,2,2,2,3848,1,1,2,1,34520,4.0,11,8,1,14.0,2,10,0,2,1.0,4.0,3.0,2,3
48,0,2,0,10,4,2,3849,0,3,5,1,22700,2.0,14,8,3,23.0,2,2,2,2,3.0,4.0,3.0,3,3
35,1,1,1,9,3,0,3850,1,2,5,2,173990,6.0,12,8,0,7.0,3,2,2,2,1.0,4.0,2.0,1,3
24,0,2,1,15,3,0,3851,1,2,1,0,54880,1.0,22,8,1,6.0,6,6,1,3,1.0,4.0,3.0,3,4
27,0,1,0,10,4,0,3852,1,3,0,1,194190,7.0,14,8,1,5.0,2,3,0,2,2.0,3.0,3.0,1,3
27,0,2,1,7,3,0,3853,1,1,1,0,28110,2.0,20,8,0,6.0,3,4,1,2,4.0,4.0,2.0,3,4
40,1,1,0,16,4,2,3854,1,1,7,0,36330,3.0,16,8,2,10.0,0,4,0,3,1.0,1.0,1.0,3,3
29,0,1,1,20,1,1,3855,0,2,5,0,41630,9.0,15,8,1,8.0,4,5,1,4,3.0,3.0,3.0,2,3
36,0,1,1,23,3,0,3856,0,3,0,1,21320,4.0,20,8,0,9.0,1,3,0,2,2.0,1.0,3.0,2,4
25,0,2,0,5,1,2,3857,1,4,3,2,139730,1.0,14,8,0,7.0,3,7,0,7,4.0,3.0,3.0,2,3
39,0,1,0,10,3,2,3858,0,2,7,1,26840,4.0,12,8,0,7.0,2,5,1,0,4.0,2.0,3.0,3,3
49,0,1,0,4,2,0,3859,1,2,7,1,108450,3.0,24,8,0,27.0,4,4,1,2,1.0,2.0,3.0,2,4
50,0,1,1,2,2,1,3860,1,3,0,2,43770,5.0,12,8,1,19.0,2,14,1,11,4.0,1.0,3.0,2,3
20,0,1,1,18,4,1,3861,0,2,0,0,37430,1.0,13,8,1,2.0,2,2,2,2,3.0,3.0,3.0,3,3
34,0,1,1,10,3,1,3862,1,3,2,2,41480,1.0,11,8,0,11.0,3,11,7,9,4.0,2.0,3.0,3,3
36,0,1,1,1,3,0,3863,0,2,4,0,10510,2.0,14,8,0,15.0,2,4,1,3,1.0,2.0,3.0,3,3
49,0,1,2,6,2,0,3864,0,2,1,1,107390,2.0,11,8,3,30.0,3,15,2,12,3.0,3.0,3.0,3,3
36,0,0,1,8,4,0,3865,1,4,2,1,103880,0.0,14,8,0,4.0,2,3,1,2,4.0,3.0,3.0,3,3
36,0,1,1,2,2,1,3866,0,2,4,2,114160,6.0,16,8,0,13.0,2,5,0,4,4.0,1.0,3.0,3,3
54,0,1,0,24,3,2,3867,1,1,2,1,26000,3.0,14,8,0,36.0,5,10,4,7,2.0,3.0,3.0,3,3
43,0,1,1,2,4,0,3868,0,1,1,1,24220,1.0,11,8,1,14.0,2,14,6,11,3.0,3.0,3.0,3,3
35,1,2,1,17,4,1,3869,1,1,7,0,54720,3.0,11,8,1,13.0,3,11,6,7,4.0,4.0,4.0,2,3
38,0,2,1,19,2,0,3870,1,2,1,1,24510,7.0,12,8,1,19.0,3,13,2,9,4.0,4.0,4.0,3,3
29,0,1,1,1,2,1,3871,1,2,6,2,42400,1.0,14,8,0,10.0,2,10,0,9,1.0,2.0,2.0,2,3
33,0,1,1,7,3,1,3872,1,5,0,2,109990,1.0,18,8,3,6.0,3,6,0,4,4.0,4.0,3.0,2,3
32,0,1,1,5,4,3,3873,1,5,1,2,50030,0.0,13,8,0,10.0,5,9,1,6,4.0,2.0,2.0,3,3
31,0,1,1,28,4,3,3874,0,2,0,1,127420,1.0,11,8,0,10.0,4,10,0,2,1.0,4.0,3.0,2,3
49,0,1,1,2,4,1,3875,1,1,2,2,42270,4.0,18,8,0,17.0,3,2,2,2,4.0,1.0,2.0,2,3
38,0,2,0,29,2,1,3876,0,1,0,0,39170,1.0,15,8,3,4.0,2,4,3,3,4.0,2.0,3.0,3,3
47,0,1,1,1,4,1,3877,1,3,2,2,183030,6.0,22,8,1,29.0,2,3,1,2,2.0,2.0,3.0,2,4
49,0,1,1,21,3,1,3878,1,2,3,0,23800,4.0,13,8,0,23.0,3,8,0,0,3.0,3.0,3.0,1,3
41,0,1,1,24,4,0,3879,0,4,5,0,137260,3.0,12,8,0,21.0,6,2,0,2,4.0,3.0,3.0,4,3
20,0,1,1,1,3,0,3880,1,1,6,0,47770,1.0,18,8,1,2.0,3,2,0,2,4.0,1.0,3.0,3,3
33,0,0,1,18,2,1,3881,0,2,4,2,63850,1.0,13,8,0,7.0,6,6,1,2,3.0,4.0,3.0,2,3
36,0,1,1,2,2,3,3882,1,3,0,1,199730,6.0,12,8,0,10.0,2,3,0,2,1.0,3.0,2.0,3,3
44,0,1,1,9,3,3,3883,0,3,4,2,68610,4.0,12,8,0,8.0,2,2,2,2,3.0,4.0,3.0,2,3
23,1,1,2,6,3,0,3884,0,3,2,0,49690,1.0,12,8,0,5.0,3,5,1,2,4.0,3.0,3.0,3,3
38,0,1,1,11,2,0,3885,1,1,0,1,198450,7.0,11,8,1,7.0,3,0,0,0,4.0,3.0,2.0,3,3
53,0,1,1,24,3,0,3886,1,4,7,1,133200,3.0,11,8,0,11.0,2,4,1,2,2.0,4.0,3.0,3,3
48,1,2,0,10,2,2,3887,1,1,4,1,63470,2.0,12,8,1,19.0,3,9,7,7,4.0,3.0,3.0,1,3
32,1,1,0,1,3,0,3888,1,2,1,0,27430,1.0,19,8,1,1.0,2,1,0,0,4.0,2.0,3.0,3,3
26,0,0,1,18,2,1,3889,1,1,8,0,108800,1.0,23,8,1,7.0,5,7,5,7,4.0,4.0,3.0,3,4
55,0,1,1,23,1,0,3890,1,5,2,2,23420,5.0,11,8,2,8.0,2,4,1,2,1.0,2.0,3.0,3,3
34,0,1,0,28,3,0,3891,0,2,1,1,176500,1.0,19,8,1,15.0,6,15,4,13,2.0,4.0,4.0,1,3
60,0,1,0,17,4,1,3892,1,1,5,2,40250,3.0,13,8,1,19.0,5,1,0,0,3.0,4.0,4.0,2,3
33,0,1,0,3,3,0,3893,1,3,5,1,97250,1.0,11,8,0,14.0,0,14,2,13,2.0,2.0,3.0,3,3
37,0,2,1,13,3,0,3894,1,1,2,2,119040,1.0,12,8,1,6.0,4,6,1,3,3.0,4.0,2.0,3,3
34,0,1,1,7,2,0,3895,1,1,4,1,21770,1.0,13,8,0,10.0,5,10,8,7,2.0,4.0,3.0,3,3
23,1,1,1,12,2,1,3896,1,2,1,2,75250,1.0,14,8,2,3.0,2,3,0,2,3.0,4.0,3.0,3,3
44,0,1,2,1,3,0,3897,1,1,1,1,48340,1.0,14,8,0,9.0,1,8,6,7,3.0,4.0,3.0,4,3
35,0,2,1,13,3,0,3898,1,3,0,0,20420,0.0,16,8,0,6.0,2,5,1,4,1.0,4.0,4.0,3,3
43,0,1,1,25,4,0,3899,1,2,0,1,22200,1.0,11,8,0,10.0,2,10,8,8,4.0,4.0,3.0,1,3
24,0,1,1,6,3,0,3900,1,3,0,1,10520,1.0,13,8,0,5.0,3,5,0,4,3.0,3.0,3.0,3,3
41,0,1,0,6,4,2,3901,1,1,1,0,28210,1.0,17,8,0,10.0,3,10,8,7,4.0,3.0,3.0,3,3
29,0,1,1,2,2,0,3902,1,2,1,1,192370,9.0,11,8,1,9.0,2,5,1,2,4.0,3.0,3.0,3,3
36,0,1,2,1,4,0,3903,0,3,1,0,41070,3.0,11,8,1,17.0,2,13,6,7,3.0,4.0,2.0,1,3
45,0,0,0,2,3,0,3904,0,2,3,1,83960,3.0,15,8,2,25.0,3,23,14,4,3.0,3.0,2.0,2,3
24,1,1,0,6,2,1,3905,0,2,5,1,20070,1.0,12,8,0,1.0,2,1,0,0,4.0,3.0,3.0,2,3
47,1,2,1,1,3,1,3906,0,2,0,1,196270,7.0,11,8,2,25.0,1,23,14,10,3.0,3.0,1.0,3,3
26,0,1,1,9,1,1,3907,1,1,0,1,106860,1.0,14,8,1,3.0,2,3,0,2,4.0,3.0,4.0,3,3
45,0,1,1,1,4,0,3908,1,1,7,0,29420,1.0,22,8,1,21.0,4,21,8,6,4.0,2.0,3.0,3,4
32,0,2,0,1,1,2,3909,1,2,2,1,88580,6.0,16,8,1,10.0,2,5,1,3,1.0,3.0,2.0,3,3
31,0,1,1,14,2,0,3910,1,1,0,1,167560,1.0,11,8,2,6.0,5,5,0,3,2.0,3.0,4.0,3,3
41,0,0,0,2,2,1,3911,1,2,1,1,107980,1.0,14,8,2,10.0,5,3,1,2,3.0,2.0,3.0,1,3
40,0,1,1,22,2,3,3912,1,1,4,1,23230,2.0,16,8,1,18.0,2,1,0,0,2.0,1.0,3.0,3,3
24,0,1,1,3,3,0,3913,0,1,1,2,14160,1.0,15,8,1,6.0,3,6,1,2,2.0,1.0,4.0,2,3
46,0,1,1,6,3,1,3914,1,4,0,0,46150,6.0,12,8,0,19.0,3,10,0,9,3.0,2.0,3.0,2,3
35,0,1,0,8,4,0,3915,1,1,2,1,24610,2.0,20,8,1,17.0,4,7,0,7,4.0,3.0,3.0,3,4
30,0,1,0,9,4,2,3916,1,1,2,1,87220,1.0,17,8,1,10.0,3,10,0,8,2.0,4.0,2.0,3,3
47,0,0,1,3,2,0,3917,0,2,0,1,39550,7.0,12,8,1,4.0,5,1,0,0,3.0,2.0,1.0,3,3
46,0,1,1,1,4,3,3918,0,3,0,2,99570,4.0,20,8,0,13.0,1,10,0,3,3.0,4.0,2.0,3,4
36,1,1,1,1,3,1,3919,1,2,3,2,33760,5.0,20,8,0,16.0,3,2,2,2,2.0,1.0,3.0,3,4
32,1,1,1,26,3,1,3920,0,2,7,0,88230,6.0,13,8,2,10.0,3,0,0,0,1.0,2.0,3.0,3,3
23,0,1,0,6,4,0,3921,1,3,3,0,103220,1.0,14,8,2,3.0,2,3,1,2,3.0,2.0,1.0,3,3
31,0,2,0,3,3,2,3922,1,2,0,0,46210,2.0,18,8,1,9.0,3,5,1,4,4.0,4.0,2.0,3,3
